sphere_type,j,x,y,z,size
current,14,0.356349,0.318487,1.818774,0.100000
current,15,1.001137,-0.459173,3.264579,0.100000
current,16,1.095723,1.363361,2.562077,0.100000
current,17,-2.031798,-0.742287,1.501840,0.100000
current,18,-0.308928,-0.043238,3.003076,0.100000
current,19,-1.798416,1.909380,0.978186,0.100000
current,0,0.814352,0.485020,0.747766,0.100000
current,1,0.443500,1.607800,1.527960,0.100000
current,2,1.512368,-0.910553,2.685527,0.100000
current,3,-0.498658,0.562631,1.293628,0.100000
current,4,-1.894419,0.127315,2.054952,0.100000
current,5,-1.696266,-1.710057,0.872849,0.100000
current,6,0.952116,-0.745617,1.439762,0.100000
current,7,2.163490,-1.362563,1.746096,0.100000
current,8,-1.528105,1.848203,2.010603,0.100000
current,9,-0.042056,-1.860691,1.458909,0.100000
current,10,-1.536381,-1.544898,2.364803,0.100000
current,11,1.391060,-0.030777,2.103204,0.100000
current,12,1.771383,1.523782,1.176852,0.100000
current,13,1.747546,-0.470060,0.816913,0.100000
current,14,0.356129,0.318565,1.818891,0.100000
current,15,0.998646,-0.458616,3.263193,0.100000
current,16,1.095798,1.363229,2.562065,0.100000
current,17,-2.031790,-0.742272,1.501804,0.100000
current,18,-0.309602,-0.043101,3.002982,0.100000
current,19,-1.798487,1.909716,0.978343,0.100000
current,0,0.814413,0.484984,0.747897,0.100000
current,1,0.443514,1.607789,1.527993,0.100000
current,2,1.515199,-0.910308,2.687785,0.100000
current,3,-0.498692,0.562674,1.293459,0.100000
current,4,-1.894466,0.127334,2.054952,0.100000
current,5,-1.696255,-1.710074,0.872859,0.100000
current,6,0.951617,-0.746225,1.440247,0.100000
current,7,2.163188,-1.362736,1.745560,0.100000
current,8,-1.528025,1.848040,2.010713,0.100000
current,9,-0.042096,-1.860735,1.458890,0.100000
current,10,-1.536395,-1.544883,2.364801,0.100000
current,11,1.390239,-0.031631,2.103001,0.100000
current,12,1.771378,1.523768,1.176880,0.100000
current,13,1.747062,-0.470247,0.816879,0.100000
current,14,0.355913,0.318642,1.818997,0.100000
current,15,0.996152,-0.458133,3.261794,0.100000
current,16,1.095883,1.363104,2.562050,0.100000
current,17,-2.031781,-0.742254,1.501755,0.100000
current,18,-0.310283,-0.042957,3.002886,0.100000
current,19,-1.798552,1.910026,0.978489,0.100000
current,0,0.814465,0.484954,0.748029,0.100000
current,1,0.443528,1.607774,1.528024,0.100000
current,2,1.518004,-0.910066,2.689965,0.100000
current,3,-0.498731,0.562714,1.293282,0.100000
current,4,-1.894508,0.127353,2.054954,0.100000
current,5,-1.696242,-1.710091,0.872867,0.100000
current,6,0.951115,-0.746826,1.440705,0.100000
current,7,2.162898,-1.362900,1.745052,0.100000
current,8,-1.527944,1.847880,2.010820,0.100000
current,9,-0.042142,-1.860786,1.458873,0.100000
current,10,-1.536407,-1.544870,2.364799,0.100000
current,11,1.389436,-0.032514,2.102767,0.100000
current,12,1.771374,1.523755,1.176905,0.100000
current,13,1.746542,-0.470441,0.816891,0.100000
current,14,0.355699,0.318700,1.819093,0.100000
current,15,0.993741,-0.457660,3.260408,0.100000
current,16,1.095960,1.362967,2.562032,0.100000
current,17,-2.031773,-0.742238,1.501710,0.100000
current,18,-0.310950,-0.042806,3.002790,0.100000
current,19,-1.798615,1.910318,0.978631,0.100000
current,0,0.814510,0.484923,0.748167,0.100000
current,1,0.443530,1.607755,1.528061,0.100000
current,2,1.520725,-0.909808,2.692060,0.100000
current,3,-0.498768,0.562743,1.293104,0.100000
current,4,-1.894546,0.127372,2.054956,0.100000
current,5,-1.696229,-1.710107,0.872874,0.100000
current,6,0.950560,-0.747459,1.441151,0.100000
current,7,2.162600,-1.363074,1.744565,0.100000
current,8,-1.527860,1.847714,2.010937,0.100000
current,9,-0.042192,-1.860838,1.458852,0.100000
current,10,-1.536418,-1.544859,2.364797,0.100000
current,11,1.388678,-0.033369,2.102509,0.100000
current,12,1.771370,1.523744,1.176927,0.100000
current,13,1.746057,-0.470623,0.816925,0.100000
current,14,0.355473,0.318768,1.819190,0.100000
current,15,0.991354,-0.457271,3.259034,0.100000
current,16,1.096050,1.362826,2.562012,0.100000
current,17,-2.031766,-0.742223,1.501670,0.100000
current,18,-0.311594,-0.042663,3.002695,0.100000
current,19,-1.798673,1.910592,0.978784,0.100000
current,0,0.814547,0.484896,0.748295,0.100000
current,1,0.443533,1.607738,1.528095,0.100000
current,2,1.523336,-0.909558,2.694136,0.100000
current,3,-0.498809,0.562769,1.292908,0.100000
current,4,-1.894590,0.127382,2.054955,0.100000
current,5,-1.696222,-1.710128,0.872881,0.100000
current,6,0.950025,-0.748083,1.441582,0.100000
current,7,2.162305,-1.363238,1.744069,0.100000
current,8,-1.527781,1.847557,2.011046,0.100000
current,9,-0.042242,-1.860894,1.458830,0.100000
current,10,-1.536436,-1.544847,2.364792,0.100000
current,11,1.387944,-0.034174,2.102256,0.100000
current,12,1.771367,1.523734,1.176947,0.100000
current,13,1.745594,-0.470782,0.816946,0.100000
current,14,0.355247,0.318835,1.819280,0.100000
current,15,0.988993,-0.456969,3.257661,0.100000
current,16,1.096130,1.362680,2.561992,0.100000
current,17,-2.031751,-0.742210,1.501623,0.100000
current,18,-0.312247,-0.042524,3.002592,0.100000
current,19,-1.798730,1.910848,0.978926,0.100000
current,0,0.814574,0.484879,0.748414,0.100000
current,1,0.443534,1.607730,1.528127,0.100000
current,2,1.525948,-0.909319,2.696172,0.100000
current,3,-0.498849,0.562789,1.292713,0.100000
current,4,-1.894636,0.127394,2.054955,0.100000
current,5,-1.696215,-1.710147,0.872888,0.100000
current,6,0.949520,-0.748675,1.441997,0.100000
current,7,2.162025,-1.363406,1.743605,0.100000
current,8,-1.527699,1.847419,2.011151,0.100000
current,9,-0.042299,-1.860950,1.458812,0.100000
current,10,-1.536452,-1.544837,2.364788,0.100000
current,11,1.387234,-0.034952,2.102008,0.100000
current,12,1.771363,1.523718,1.176967,0.100000
current,13,1.745115,-0.470932,0.816965,0.100000
current,14,0.355015,0.318910,1.819359,0.100000
current,15,0.986692,-0.456707,3.256316,0.100000
current,16,1.096204,1.362539,2.561971,0.100000
current,17,-2.031739,-0.742198,1.501581,0.100000
current,18,-0.312907,-0.042374,3.002487,0.100000
current,19,-1.798781,1.911088,0.979060,0.100000
current,0,0.814599,0.484864,0.748521,0.100000
current,1,0.443542,1.607707,1.528156,0.100000
current,2,1.528533,-0.909002,2.698122,0.100000
current,3,-0.498892,0.562803,1.292536,0.100000
current,4,-1.894680,0.127404,2.054960,0.100000
current,5,-1.696208,-1.710164,0.872895,0.100000
current,6,0.949040,-0.749280,1.442424,0.100000
current,7,2.161739,-1.363565,1.743149,0.100000
current,8,-1.527619,1.847287,2.011256,0.100000
current,9,-0.042356,-1.861005,1.458795,0.100000
current,10,-1.536466,-1.544827,2.364785,0.100000
current,11,1.386521,-0.035741,2.101803,0.100000
current,12,1.771358,1.523704,1.176990,0.100000
current,13,1.744629,-0.471067,0.816992,0.100000
current,14,0.354786,0.318971,1.819440,0.100000
current,15,0.984414,-0.456514,3.254945,0.100000
current,16,1.096284,1.362390,2.561952,0.100000
current,17,-2.031728,-0.742184,1.501534,0.100000
current,18,-0.313547,-0.042230,3.002395,0.100000
current,19,-1.798828,1.911319,0.979195,0.100000
current,0,0.814619,0.484861,0.748620,0.100000
current,1,0.443549,1.607687,1.528181,0.100000
current,2,1.531127,-0.908650,2.700113,0.100000
current,3,-0.498931,0.562814,1.292378,0.100000
current,4,-1.894720,0.127413,2.054966,0.100000
current,5,-1.696197,-1.710186,0.872902,0.100000
current,6,0.948568,-0.749877,1.442804,0.100000
current,7,2.161450,-1.363716,1.742718,0.100000
current,8,-1.527542,1.847163,2.011340,0.100000
current,9,-0.042414,-1.861058,1.458778,0.100000
current,10,-1.536479,-1.544819,2.364781,0.100000
current,11,1.385761,-0.036503,2.101556,0.100000
current,12,1.771347,1.523685,1.177019,0.100000
current,13,1.744144,-0.471207,0.817068,0.100000
current,14,0.354577,0.319023,1.819519,0.100000
current,15,0.982136,-0.456353,3.253575,0.100000
current,16,1.096361,1.362249,2.561932,0.100000
current,17,-2.031719,-0.742172,1.501491,0.100000
current,18,-0.314168,-0.042108,3.002317,0.100000
current,19,-1.798884,1.911549,0.979333,0.100000
current,0,0.814641,0.484859,0.748713,0.100000
current,1,0.443556,1.607668,1.528204,0.100000
current,2,1.533628,-0.908276,2.702027,0.100000
current,3,-0.498968,0.562829,1.292215,0.100000
current,4,-1.894756,0.127423,2.054972,0.100000
current,5,-1.696181,-1.710206,0.872903,0.100000
current,6,0.948075,-0.750509,1.443161,0.100000
current,7,2.161161,-1.363880,1.742300,0.100000
current,8,-1.527466,1.847033,2.011431,0.100000
current,9,-0.042478,-1.861117,1.458762,0.100000
current,10,-1.536490,-1.544811,2.364778,0.100000
current,11,1.385041,-0.037313,2.101280,0.100000
current,12,1.771338,1.523672,1.177038,0.100000
current,13,1.743653,-0.471347,0.817141,0.100000
current,14,0.354376,0.319082,1.819598,0.100000
current,15,0.979873,-0.456232,3.252185,0.100000
current,16,1.096434,1.362109,2.561901,0.100000
current,17,-2.031712,-0.742160,1.501452,0.100000
current,18,-0.314774,-0.041978,3.002239,0.100000
current,19,-1.798941,1.911771,0.979468,0.100000
current,0,0.814652,0.484852,0.748814,0.100000
current,1,0.443562,1.607652,1.528225,0.100000
current,2,1.536097,-0.907888,2.703902,0.100000
current,3,-0.499002,0.562848,1.292068,0.100000
current,4,-1.894788,0.127433,2.054979,0.100000
current,5,-1.696166,-1.710225,0.872904,0.100000
current,6,0.947583,-0.751150,1.443506,0.100000
current,7,2.160898,-1.364034,1.741892,0.100000
current,8,-1.527401,1.846894,2.011521,0.100000
current,9,-0.042539,-1.861174,1.458744,0.100000
current,10,-1.536501,-1.544804,2.364776,0.100000
current,11,1.384365,-0.038124,2.101007,0.100000
current,12,1.771329,1.523654,1.177061,0.100000
current,13,1.743151,-0.471474,0.817204,0.100000
current,14,0.354179,0.319131,1.819709,0.100000
current,15,0.977658,-0.456136,3.250747,0.100000
current,16,1.096509,1.361973,2.561875,0.100000
current,17,-2.031705,-0.742150,1.501417,0.100000
current,18,-0.315404,-0.041843,3.002183,0.100000
current,19,-1.798994,1.911984,0.979592,0.100000
current,0,0.814661,0.484846,0.748905,0.100000
current,1,0.443567,1.607637,1.528244,0.100000
current,2,1.538551,-0.907524,2.705785,0.100000
current,3,-0.499036,0.562868,1.291934,0.100000
current,4,-1.894818,0.127444,2.054986,0.100000
current,5,-1.696153,-1.710241,0.872905,0.100000
current,6,0.947102,-0.751788,1.443868,0.100000
current,7,2.160636,-1.364168,1.741499,0.100000
current,8,-1.527344,1.846761,2.011607,0.100000
current,9,-0.042607,-1.861243,1.458729,0.100000
current,10,-1.536516,-1.544794,2.364774,0.100000
current,11,1.383743,-0.038887,2.100756,0.100000
current,12,1.771320,1.523631,1.177081,0.100000
current,13,1.742660,-0.471592,0.817284,0.100000
current,14,0.353989,0.319170,1.819815,0.100000
current,15,0.975492,-0.456053,3.249301,0.100000
current,16,1.096584,1.361829,2.561843,0.100000
current,17,-2.031696,-0.742138,1.501377,0.100000
current,18,-0.316024,-0.041689,3.002124,0.100000
current,19,-1.799034,1.912180,0.979709,0.100000
current,0,0.814672,0.484823,0.749004,0.100000
current,1,0.443572,1.607623,1.528261,0.100000
current,2,1.540930,-0.907100,2.707627,0.100000
current,3,-0.499064,0.562890,1.291806,0.100000
current,4,-1.894849,0.127457,2.054989,0.100000
current,5,-1.696141,-1.710256,0.872906,0.100000
current,6,0.946636,-0.752398,1.444241,0.100000
current,7,2.160370,-1.364314,1.741124,0.100000
current,8,-1.527298,1.846627,2.011695,0.100000
current,9,-0.042680,-1.861307,1.458714,0.100000
current,10,-1.536530,-1.544784,2.364772,0.100000
current,11,1.383157,-0.039612,2.100528,0.100000
current,12,1.771304,1.523594,1.177097,0.100000
current,13,1.742202,-0.471697,0.817349,0.100000
current,14,0.353781,0.319215,1.819927,0.100000
current,15,0.973379,-0.456038,3.247848,0.100000
current,16,1.096651,1.361700,2.561814,0.100000
current,17,-2.031688,-0.742128,1.501340,0.100000
current,18,-0.316652,-0.041538,3.002087,0.100000
current,19,-1.799063,1.912380,0.979833,0.100000
current,0,0.814675,0.484806,0.749101,0.100000
current,1,0.443576,1.607611,1.528276,0.100000
current,2,1.543258,-0.906708,2.709441,0.100000
current,3,-0.499090,0.562907,1.291681,0.100000
current,4,-1.894888,0.127474,2.054990,0.100000
current,5,-1.696131,-1.710269,0.872907,0.100000
current,6,0.946179,-0.752988,1.444623,0.100000
current,7,2.160104,-1.364465,1.740743,0.100000
current,8,-1.527252,1.846484,2.011797,0.100000
current,9,-0.042753,-1.861380,1.458703,0.100000
current,10,-1.536542,-1.544776,2.364770,0.100000
current,11,1.382596,-0.040295,2.100274,0.100000
current,12,1.771292,1.523554,1.177109,0.100000
current,13,1.741744,-0.471795,0.817412,0.100000
current,14,0.353581,0.319264,1.820037,0.100000
current,15,0.971326,-0.456024,3.246348,0.100000
current,16,1.096716,1.361567,2.561790,0.100000
current,17,-2.031681,-0.742118,1.501307,0.100000
current,18,-0.317257,-0.041385,3.002052,0.100000
current,19,-1.799099,1.912565,0.979961,0.100000
current,0,0.814686,0.484768,0.749206,0.100000
current,1,0.443584,1.607600,1.528297,0.100000
current,2,1.545533,-0.906320,2.711208,0.100000
current,3,-0.499114,0.562929,1.291507,0.100000
current,4,-1.894923,0.127491,2.054993,0.100000
current,5,-1.696121,-1.710281,0.872908,0.100000
current,6,0.945719,-0.753626,1.445001,0.100000
current,7,2.159835,-1.364600,1.740414,0.100000
current,8,-1.527205,1.846345,2.011887,0.100000
current,9,-0.042832,-1.861454,1.458695,0.100000
current,10,-1.536554,-1.544768,2.364768,0.100000
current,11,1.382023,-0.040985,2.099967,0.100000
current,12,1.771278,1.523509,1.177115,0.100000
current,13,1.741267,-0.471912,0.817475,0.100000
current,14,0.353353,0.319331,1.820134,0.100000
current,15,0.969290,-0.456055,3.244778,0.100000
current,16,1.096781,1.361431,2.561764,0.100000
current,17,-2.031666,-0.742107,1.501282,0.100000
current,18,-0.317854,-0.041228,3.002013,0.100000
current,19,-1.799136,1.912750,0.980086,0.100000
current,0,0.814686,0.484733,0.749307,0.100000
current,1,0.443591,1.607591,1.528316,0.100000
current,2,1.547760,-0.905949,2.712940,0.100000
current,3,-0.499156,0.562961,1.291298,0.100000
current,4,-1.894966,0.127517,2.054992,0.100000
current,5,-1.696118,-1.710291,0.872909,0.100000
current,6,0.945237,-0.754280,1.445379,0.100000
current,7,2.159564,-1.364723,1.740091,0.100000
current,8,-1.527158,1.846203,2.011962,0.100000
current,9,-0.042922,-1.861534,1.458680,0.100000
current,10,-1.536564,-1.544761,2.364767,0.100000
current,11,1.381472,-0.041674,2.099702,0.100000
current,12,1.771266,1.523463,1.177126,0.100000
current,13,1.740783,-0.472023,0.817564,0.100000
current,14,0.353132,0.319395,1.820216,0.100000
current,15,0.967283,-0.456173,3.243214,0.100000
current,16,1.096853,1.361283,2.561726,0.100000
current,17,-2.031654,-0.742100,1.501254,0.100000
current,18,-0.318449,-0.041068,3.001969,0.100000
current,19,-1.799177,1.912933,0.980205,0.100000
current,0,0.814682,0.484689,0.749422,0.100000
current,1,0.443598,1.607582,1.528333,0.100000
current,2,1.549984,-0.905554,2.714654,0.100000
current,3,-0.499229,0.563011,1.291096,0.100000
current,4,-1.895006,0.127546,2.054990,0.100000
current,5,-1.696110,-1.710307,0.872910,0.100000
current,6,0.944723,-0.754937,1.445716,0.100000
current,7,2.159300,-1.364850,1.739754,0.100000
current,8,-1.527099,1.846057,2.012036,0.100000
current,9,-0.043013,-1.861614,1.458672,0.100000
current,10,-1.536575,-1.544752,2.364770,0.100000
current,11,1.380935,-0.042433,2.099453,0.100000
current,12,1.771254,1.523422,1.177136,0.100000
current,13,1.740293,-0.472131,0.817670,0.100000
current,14,0.352918,0.319468,1.820282,0.100000
current,15,0.965320,-0.456336,3.241647,0.100000
current,16,1.096918,1.361150,2.561692,0.100000
current,17,-2.031643,-0.742093,1.501229,0.100000
current,18,-0.319017,-0.040914,3.001935,0.100000
current,19,-1.799215,1.913103,0.980328,0.100000
current,0,0.814689,0.484645,0.749539,0.100000
current,1,0.443606,1.607578,1.528353,0.100000
current,2,1.552211,-0.905154,2.716344,0.100000
current,3,-0.499293,0.563051,1.290892,0.100000
current,4,-1.895043,0.127576,2.054990,0.100000
current,5,-1.696102,-1.710322,0.872911,0.100000
current,6,0.944218,-0.755582,1.446052,0.100000
current,7,2.159047,-1.364974,1.739436,0.100000
current,8,-1.527035,1.845910,2.012103,0.100000
current,9,-0.043110,-1.861700,1.458657,0.100000
current,10,-1.536586,-1.544743,2.364772,0.100000
current,11,1.380401,-0.043176,2.099226,0.100000
current,12,1.771241,1.523382,1.177146,0.100000
current,13,1.739807,-0.472233,0.817790,0.100000
current,14,0.352695,0.319533,1.820357,0.100000
current,15,0.963373,-0.456549,3.240122,0.100000
current,16,1.096991,1.361002,2.561669,0.100000
current,17,-2.031633,-0.742087,1.501206,0.100000
current,18,-0.319600,-0.040767,3.001904,0.100000
current,19,-1.799256,1.913272,0.980448,0.100000
current,0,0.814693,0.484594,0.749663,0.100000
current,1,0.443614,1.607575,1.528371,0.100000
current,2,1.554386,-0.904740,2.717967,0.100000
current,3,-0.499350,0.563089,1.290700,0.100000
current,4,-1.895076,0.127605,2.054992,0.100000
current,5,-1.696095,-1.710334,0.872913,0.100000
current,6,0.943713,-0.756227,1.446384,0.100000
current,7,2.158773,-1.365090,1.739146,0.100000
current,8,-1.526974,1.845771,2.012164,0.100000
current,9,-0.043205,-1.861792,1.458642,0.100000
current,10,-1.536595,-1.544736,2.364775,0.100000
current,11,1.379882,-0.043868,2.098987,0.100000
current,12,1.771229,1.523345,1.177156,0.100000
current,13,1.739369,-0.472326,0.817898,0.100000
current,14,0.352475,0.319600,1.820452,0.100000
current,15,0.961440,-0.456790,3.238605,0.100000
current,16,1.097076,1.360838,2.561652,0.100000
current,17,-2.031625,-0.742082,1.501186,0.100000
current,18,-0.320184,-0.040624,3.001873,0.100000
current,19,-1.799296,1.913432,0.980562,0.100000
current,0,0.814687,0.484542,0.749787,0.100000
current,1,0.443624,1.607582,1.528379,0.100000
current,2,1.556577,-0.904293,2.719608,0.100000
current,3,-0.499403,0.563120,1.290526,0.100000
current,4,-1.895119,0.127632,2.054995,0.100000
current,5,-1.696088,-1.710346,0.872914,0.100000
current,6,0.943221,-0.756878,1.446697,0.100000
current,7,2.158504,-1.365207,1.738866,0.100000
current,8,-1.526916,1.845644,2.012221,0.100000
current,9,-0.043297,-1.861877,1.458628,0.100000
current,10,-1.536603,-1.544729,2.364777,0.100000
current,11,1.379385,-0.044530,2.098744,0.100000
current,12,1.771219,1.523312,1.177164,0.100000
current,13,1.738944,-0.472422,0.817980,0.100000
current,14,0.352283,0.319658,1.820547,0.100000
current,15,0.959532,-0.457066,3.237145,0.100000
current,16,1.097159,1.360684,2.561633,0.100000
current,17,-2.031618,-0.742077,1.501167,0.100000
current,18,-0.320756,-0.040480,3.001846,0.100000
current,19,-1.799334,1.913577,0.980668,0.100000
current,0,0.814680,0.484471,0.749912,0.100000
current,1,0.443631,1.607589,1.528394,0.100000
current,2,1.558752,-0.903825,2.721191,0.100000
