sphere_type,j,x,y,z,size
current,16,0.911645,1.241298,2.400186,0.100000
current,17,-1.257849,-0.703739,2.335976,0.100000
current,18,-0.977228,1.322731,1.776408,0.100000
current,19,1.366645,-1.353971,1.197644,0.100000
current,0,-0.129737,-0.316434,1.822238,0.100000
current,1,0.775128,-0.104006,2.263272,0.100000
current,2,-0.534615,-0.122695,0.979270,0.100000
current,3,0.156337,1.268797,1.347931,0.100000
current,4,-0.804900,-1.018575,1.481967,0.100000
current,5,0.077814,-1.363952,0.888978,0.100000
current,6,-2.029743,-1.381767,1.354984,0.100000
current,7,-0.398712,0.372825,2.093295,0.100000
current,8,1.153604,1.506347,3.088951,0.100000
current,9,0.113945,-0.467233,2.856115,0.100000
current,10,-1.716767,-1.516617,2.462254,0.100000
current,11,-1.426899,-0.896818,1.141900,0.100000
current,12,1.660574,1.712324,1.507379,0.100000
current,13,0.916026,0.392282,1.183426,0.100000
current,14,1.465737,0.005494,0.872309,0.100000
current,15,1.658768,0.041362,2.019131,0.100000
current,16,0.910499,1.242949,2.395282,0.100000
current,17,-1.278128,-0.691534,2.327925,0.100000
current,18,-0.979151,1.313084,1.798178,0.100000
current,19,1.350149,-1.337180,1.201391,0.100000
current,0,-0.109832,-0.316033,1.807118,0.100000
current,1,0.773459,-0.084138,2.263333,0.100000
current,2,-0.517288,-0.117701,0.972698,0.100000
current,3,0.145813,1.256589,1.340548,0.100000
current,4,-0.809059,-1.016360,1.492787,0.100000
current,5,0.057244,-1.376147,0.881688,0.100000
current,6,-2.019139,-1.393573,1.350966,0.100000
current,7,-0.386741,0.377168,2.103167,0.100000
current,8,1.131860,1.517307,3.094614,0.100000
current,9,0.112640,-0.491663,2.850971,0.100000
current,10,-1.714674,-1.526444,2.462291,0.100000
current,11,-1.420319,-0.883516,1.128769,0.100000
current,12,1.663757,1.706276,1.492021,0.100000
current,13,0.910985,0.380782,1.178488,0.100000
current,14,1.462753,0.002945,0.866431,0.100000
current,15,1.664234,0.027595,2.039271,0.100000
current,16,0.910166,1.244690,2.390328,0.100000
current,17,-1.298542,-0.679665,2.319717,0.100000
current,18,-0.981081,1.303484,1.819956,0.100000
current,19,1.333154,-1.320569,1.204886,0.100000
current,0,-0.089985,-0.315597,1.791922,0.100000
current,1,0.771761,-0.064384,2.263690,0.100000
current,2,-0.500674,-0.113353,0.966344,0.100000
current,3,0.135516,1.244877,1.333397,0.100000
current,4,-0.813152,-1.013715,1.503825,0.100000
current,5,0.036545,-1.388263,0.874633,0.100000
current,6,-2.007568,-1.405522,1.346687,0.100000
current,7,-0.375200,0.380558,2.113354,0.100000
current,8,1.109693,1.527710,3.099654,0.100000
current,9,0.111405,-0.515919,2.845046,0.100000
current,10,-1.712471,-1.535815,2.462438,0.100000
current,11,-1.413495,-0.870258,1.115583,0.100000
current,12,1.666756,1.700315,1.477263,0.100000
current,13,0.906590,0.369372,1.174029,0.100000
current,14,1.460371,0.001182,0.860954,0.100000
current,15,1.668956,0.013619,2.059454,0.100000
current,16,0.910671,1.246579,2.385396,0.100000
current,17,-1.319073,-0.668136,2.311318,0.100000
current,18,-0.983145,1.293768,1.841398,0.100000
current,19,1.315825,-1.304192,1.208245,0.100000
current,0,-0.070060,-0.315258,1.776825,0.100000
current,1,0.770032,-0.044522,2.264448,0.100000
current,2,-0.484904,-0.109438,0.960109,0.100000
current,3,0.125518,1.233537,1.326373,0.100000
current,4,-0.817307,-1.010559,1.515087,0.100000
current,5,0.015660,-1.400193,0.867814,0.100000
current,6,-1.995293,-1.417592,1.342252,0.100000
current,7,-0.364294,0.383342,2.123769,0.100000
current,8,1.087280,1.537856,3.104091,0.100000
current,9,0.110260,-0.540006,2.838448,0.100000
current,10,-1.710108,-1.544760,2.462674,0.100000
current,11,-1.406413,-0.856790,1.102426,0.100000
current,12,1.669529,1.694318,1.463134,0.100000
current,13,0.902857,0.358150,1.169973,0.100000
current,14,1.458698,0.000284,0.855705,0.100000
current,15,1.672976,-0.000631,2.079598,0.100000
current,16,0.911752,1.248538,2.380359,0.100000
current,17,-1.339676,-0.656962,2.302620,0.100000
current,18,-0.984975,1.283846,1.862942,0.100000
current,19,1.298131,-1.288123,1.211385,0.100000
current,0,-0.050075,-0.314885,1.761811,0.100000
current,1,0.768494,-0.024688,2.265344,0.100000
current,2,-0.469781,-0.105805,0.953979,0.100000
current,3,0.115723,1.222697,1.319671,0.100000
current,4,-0.821316,-1.007106,1.526454,0.100000
current,5,-0.005390,-1.412016,0.861324,0.100000
current,6,-1.982120,-1.429813,1.337514,0.100000
current,7,-0.354078,0.385310,2.134305,0.100000
current,8,1.064637,1.547705,3.108003,0.100000
current,9,0.109072,-0.563950,2.831357,0.100000
current,10,-1.707605,-1.553222,2.463021,0.100000
current,11,-1.399077,-0.843264,1.089484,0.100000
current,12,1.672054,1.688485,1.449662,0.100000
current,13,0.899668,0.346855,1.166258,0.100000
current,14,1.457819,0.000150,0.850950,0.100000
current,15,1.676225,-0.015219,2.099639,0.100000
current,16,0.913513,1.250683,2.375361,0.100000
current,17,-1.360428,-0.646344,2.293585,0.100000
current,18,-0.986604,1.273865,1.884437,0.100000
current,19,1.280398,-1.272524,1.214158,0.100000
current,0,-0.030373,-0.314536,1.746790,0.100000
current,1,0.766829,-0.004870,2.266401,0.100000
current,2,-0.455333,-0.102556,0.947993,0.100000
current,3,0.106045,1.212193,1.313308,0.100000
current,4,-0.825373,-1.003032,1.537977,0.100000
current,5,-0.026503,-1.423864,0.855092,0.100000
current,6,-1.968136,-1.442223,1.332619,0.100000
current,7,-0.344341,0.386487,2.144914,0.100000
current,8,1.041760,1.557238,3.111285,0.100000
current,9,0.108103,-0.587659,2.823488,0.100000
current,10,-1.705066,-1.561234,2.463422,0.100000
current,11,-1.391430,-0.829866,1.076643,0.100000
current,12,1.674339,1.682793,1.436776,0.100000
current,13,0.897181,0.336010,1.162916,0.100000
current,14,1.457653,0.000782,0.846438,0.100000
current,15,1.678658,-0.029995,2.119657,0.100000
current,16,0.916002,1.252931,2.370394,0.100000
current,17,-1.381341,-0.636136,2.284451,0.100000
current,18,-0.988310,1.263765,1.905750,0.100000
current,19,1.262713,-1.257429,1.216477,0.100000
current,0,-0.011553,-0.313985,1.732415,0.100000
current,1,0.765203,0.014972,2.267391,0.100000
current,2,-0.441476,-0.099762,0.942105,0.100000
current,3,0.096545,1.202201,1.307375,0.100000
current,4,-0.829429,-0.998075,1.549627,0.100000
current,5,-0.047738,-1.435675,0.849211,0.100000
current,6,-1.953126,-1.454639,1.327328,0.100000
current,7,-0.335055,0.387061,2.155419,0.100000
current,8,1.018628,1.566375,3.113816,0.100000
current,9,0.107180,-0.611200,2.815124,0.100000
current,10,-1.702450,-1.568827,2.463906,0.100000
current,11,-1.383788,-0.816519,1.064116,0.100000
current,12,1.676409,1.677196,1.424431,0.100000
current,13,0.895248,0.325355,1.159944,0.100000
current,14,1.458010,0.002017,0.842321,0.100000
current,15,1.680220,-0.044904,2.139665,0.100000
current,16,0.919080,1.255324,2.365532,0.100000
current,17,-1.402246,-0.626261,2.274940,0.100000
current,18,-0.989976,1.253479,1.926945,0.100000
current,19,1.244906,-1.242817,1.218465,0.100000
current,0,0.006570,-0.313438,1.718722,0.100000
current,1,0.763598,0.034853,2.268315,0.100000
current,2,-0.428030,-0.097371,0.936251,0.100000
current,3,0.087341,1.192754,1.301689,0.100000
current,4,-0.833353,-0.992814,1.561180,0.100000
current,5,-0.069114,-1.447395,0.843669,0.100000
current,6,-1.937283,-1.467198,1.321778,0.100000
current,7,-0.326309,0.386765,2.166112,0.100000
current,8,0.995327,1.575207,3.115838,0.100000
current,9,0.106411,-0.634560,2.806252,0.100000
current,10,-1.699870,-1.575997,2.464384,0.100000
current,11,-1.375923,-0.803099,1.051915,0.100000
current,12,1.678334,1.671801,1.412485,0.100000
current,13,0.893913,0.314721,1.157440,0.100000
current,14,1.458794,0.003930,0.838582,0.100000
current,15,1.680983,-0.059926,2.159634,0.100000
current,16,0.922732,1.257780,2.360778,0.100000
current,17,-1.423231,-0.616886,2.265105,0.100000
current,18,-0.991498,1.243097,1.947891,0.100000
current,19,1.227250,-1.228753,1.220067,0.100000
current,0,0.023851,-0.312783,1.705677,0.100000
current,1,0.761978,0.054408,2.269270,0.100000
current,2,-0.415059,-0.095387,0.930503,0.100000
current,3,0.078245,1.183302,1.296446,0.100000
current,4,-0.837214,-0.986991,1.572720,0.100000
current,5,-0.090675,-1.458923,0.838450,0.100000
current,6,-1.920653,-1.479688,1.315933,0.100000
current,7,-0.318252,0.385845,2.176953,0.100000
current,8,0.971905,1.583837,3.117220,0.100000
current,9,0.105908,-0.657805,2.797064,0.100000
current,10,-1.697173,-1.582784,2.464958,0.100000
current,11,-1.367995,-0.789579,1.040041,0.100000
current,12,1.680059,1.666560,1.401004,0.100000
current,13,0.893052,0.304425,1.155211,0.100000
current,14,1.460255,0.006555,0.835269,0.100000
current,15,1.680787,-0.075199,2.179425,0.100000
current,16,0.926917,1.260337,2.356102,0.100000
current,17,-1.444298,-0.607944,2.255043,0.100000
current,18,-0.992786,1.232656,1.968837,0.100000
current,19,1.209771,-1.215351,1.221203,0.100000
current,0,0.040406,-0.311822,1.693326,0.100000
current,1,0.760496,0.073948,2.269931,0.100000
current,2,-0.402451,-0.093709,0.924983,0.100000
current,3,0.069381,1.174257,1.291524,0.100000
current,4,-0.841087,-0.980277,1.584331,0.100000
current,5,-0.112334,-1.470431,0.833609,0.100000
current,6,-1.903088,-1.491944,1.309776,0.100000
current,7,-0.310648,0.384233,2.187628,0.100000
current,8,0.948308,1.592059,3.118002,0.100000
current,9,0.105350,-0.680834,2.787350,0.100000
current,10,-1.694487,-1.589179,2.465570,0.100000
current,11,-1.359899,-0.776203,1.028593,0.100000
current,12,1.681624,1.661560,1.390008,0.100000
current,13,0.892625,0.294250,1.153224,0.100000
current,14,1.462198,0.009827,0.832563,0.100000
current,15,1.679747,-0.090558,2.199123,0.100000
current,16,0.931531,1.263018,2.351526,0.100000
current,17,-1.465456,-0.599443,2.244793,0.100000
current,18,-0.993981,1.222159,1.989705,0.100000
current,19,1.192519,-1.202534,1.221862,0.100000
current,0,0.056082,-0.310679,1.681401,0.100000
current,1,0.759207,0.093165,2.270480,0.100000
current,2,-0.390286,-0.092344,0.919481,0.100000
current,3,0.060644,1.165383,1.286957,0.100000
current,4,-0.845040,-0.973250,1.595754,0.100000
current,5,-0.134130,-1.481810,0.829085,0.100000
current,6,-1.884815,-1.504344,1.303442,0.100000
current,7,-0.303437,0.381997,2.198333,0.100000
current,8,0.924610,1.600017,3.118279,0.100000
current,9,0.105043,-0.703710,2.777270,0.100000
current,10,-1.691886,-1.595137,2.466246,0.100000
current,11,-1.351816,-0.762804,1.017560,0.100000
current,12,1.683066,1.656723,1.379515,0.100000
current,13,0.892394,0.284481,1.151336,0.100000
current,14,1.464603,0.013718,0.830217,0.100000
current,15,1.677927,-0.105941,2.218745,0.100000
current,16,0.936568,1.265864,2.347105,0.100000
current,17,-1.486699,-0.591575,2.234216,0.100000
current,18,-0.995094,1.211519,2.010320,0.100000
current,19,1.175461,-1.190281,1.222004,0.100000
current,0,0.071025,-0.309407,1.670170,0.100000
current,1,0.757846,0.112238,2.270677,0.100000
current,2,-0.378357,-0.091365,0.913965,0.100000
current,3,0.052075,1.156842,1.282725,0.100000
current,4,-0.848959,-0.965401,1.607220,0.100000
current,5,-0.156027,-1.493111,0.824864,0.100000
current,6,-1.866023,-1.516712,1.297020,0.100000
current,7,-0.296583,0.379122,2.209114,0.100000
current,8,0.900822,1.607698,3.117915,0.100000
current,9,0.104846,-0.726418,2.766816,0.100000
current,10,-1.689298,-1.600704,2.466914,0.100000
current,11,-1.343672,-0.749328,1.007058,0.100000
current,12,1.684421,1.652010,1.369470,0.100000
current,13,0.892842,0.274676,1.149908,0.100000
current,14,1.467417,0.018097,0.828190,0.100000
current,15,1.675242,-0.121380,2.238225,0.100000
current,16,0.941988,1.268856,2.342860,0.100000
current,17,-1.507987,-0.584147,2.223416,0.100000
current,18,-0.995880,1.200955,2.030807,0.100000
current,19,1.158608,-1.178550,1.221418,0.100000
current,0,0.085192,-0.307902,1.659639,0.100000
current,1,0.756615,0.131319,2.270445,0.100000
current,2,-0.366701,-0.090720,0.908525,0.100000
current,3,0.043657,1.148569,1.278879,0.100000
current,4,-0.852787,-0.956984,1.618418,0.100000
current,5,-0.177978,-1.504402,0.820909,0.100000
current,6,-1.846688,-1.528824,1.290566,0.100000
current,7,-0.290083,0.375727,2.219939,0.100000
current,8,0.876875,1.614821,3.117041,0.100000
current,9,0.104743,-0.748950,2.755984,0.100000
current,10,-1.686697,-1.605806,2.467586,0.100000
current,11,-1.335515,-0.735815,0.997214,0.100000
current,12,1.685683,1.647480,1.359836,0.100000
current,13,0.893530,0.265072,1.148687,0.100000
current,14,1.470607,0.022975,0.826549,0.100000
current,15,1.671757,-0.136800,2.257591,0.100000
current,16,0.947753,1.271952,2.338865,0.100000
current,17,-1.529281,-0.577269,2.212270,0.100000
current,18,-0.996503,1.190254,2.051317,0.100000
current,19,1.141927,-1.167363,1.220466,0.100000
current,0,0.098666,-0.306074,1.649772,0.100000
current,1,0.755600,0.150080,2.269909,0.100000
current,2,-0.355398,-0.090433,0.903194,0.100000
current,3,0.035316,1.140459,1.275413,0.100000
current,4,-0.856667,-0.948062,1.629471,0.100000
current,5,-0.200028,-1.515579,0.817182,0.100000
current,6,-1.827107,-1.540692,1.284103,0.100000
current,7,-0.283978,0.371657,2.230552,0.100000
current,8,0.852906,1.621777,3.115585,0.100000
current,9,0.104808,-0.771302,2.744788,0.100000
current,10,-1.684202,-1.610575,2.468194,0.100000
current,11,-1.327213,-0.722330,0.987640,0.100000
current,12,1.686792,1.643126,1.350546,0.100000
current,13,0.894713,0.255568,1.147654,0.100000
current,14,1.474042,0.028416,0.825289,0.100000
current,15,1.667564,-0.152145,2.276878,0.100000
current,16,0.953869,1.275105,2.335110,0.100000
current,17,-1.550622,-0.570949,2.200885,0.100000
current,18,-0.996979,1.179560,2.071575,0.100000
current,19,1.125757,-1.156894,1.219037,0.100000
current,0,0.111364,-0.304061,1.640576,0.100000
current,1,0.754821,0.168453,2.269106,0.100000
current,2,-0.344262,-0.090479,0.897918,0.100000
current,3,0.027063,1.132665,1.272259,0.100000
current,4,-0.860488,-0.938318,1.640489,0.100000
current,5,-0.222136,-1.526651,0.813485,0.100000
current,6,-1.807412,-1.552171,1.277882,0.100000
current,7,-0.278171,0.367151,2.241245,0.100000
current,8,0.828881,1.628370,3.113502,0.100000
current,9,0.104899,-0.793519,2.733324,0.100000
current,10,-1.681741,-1.615004,2.468771,0.100000
current,11,-1.318932,-0.708903,0.978586,0.100000
current,12,1.687866,1.639029,1.341583,0.100000
current,13,0.896055,0.246156,1.146619,0.100000
current,14,1.477789,0.034459,0.824694,0.100000
current,15,1.662664,-0.167456,2.296024,0.100000
current,16,0.960298,1.278382,2.331543,0.100000
current,17,-1.571970,-0.565104,2.189261,0.100000
current,18,-0.997253,1.168779,2.091575,0.100000
current,19,1.109796,-1.146843,1.216971,0.100000
current,0,0.123364,-0.301904,1.631993,0.100000
current,1,0.754335,0.186349,2.267942,0.100000
current,2,-0.333256,-0.091042,0.892625,0.100000
current,3,0.019013,1.125073,1.269509,0.100000
current,4,-0.864541,-0.927896,1.651280,0.100000
current,5,-0.244267,-1.537762,0.810058,0.100000
current,6,-1.787460,-1.563361,1.271791,0.100000
current,7,-0.272632,0.362151,2.251943,0.100000
current,8,0.804865,1.634852,3.111007,0.100000
current,9,0.105170,-0.815634,2.721669,0.100000
current,10,-1.679369,-1.619049,2.469379,0.100000
current,11,-1.310537,-0.695608,0.969979,0.100000
current,12,1.688783,1.635076,1.332959,0.100000
current,13,0.897745,0.236986,1.145847,0.100000
current,14,1.481834,0.041050,0.824629,0.100000
current,15,1.657233,-0.182682,2.315093,0.100000
current,16,0.967068,1.281678,2.328302,0.100000
current,17,-1.593248,-0.559728,2.177290,0.100000
current,18,-0.997247,1.158119,2.111483,0.100000
current,19,1.094099,-1.137341,1.214366,0.100000
current,0,0.134700,-0.299517,1.624054,0.100000
current,1,0.753882,0.204115,2.266268,0.100000
current,2,-0.322457,-0.091920,0.887314,0.100000
current,3,0.010962,1.117684,1.267090,0.100000
current,4,-0.868434,-0.917110,1.662109,0.100000
current,5,-0.266481,-1.548725,0.806686,0.100000
current,6,-1.767726,-1.574217,1.265898,0.100000
current,7,-0.267390,0.356688,2.262665,0.100000
current,8,0.780825,1.640977,3.107913,0.100000
current,9,0.105378,-0.837509,2.709567,0.100000
current,10,-1.676958,-1.622752,2.469912,0.100000
current,11,-1.302327,-0.682288,0.961726,0.100000
current,12,1.689561,1.631286,1.324628,0.100000
current,13,0.899765,0.227989,1.145294,0.100000
current,14,1.485972,0.047882,0.825078,0.100000
current,15,1.651248,-0.197798,2.334085,0.100000
current,16,0.973998,1.285036,2.325286,0.100000
current,17,-1.614539,-0.554975,2.165079,0.100000
current,18,-0.997053,1.147377,2.131400,0.100000
current,19,1.078495,-1.128622,1.211344,0.100000
current,0,0.145388,-0.296911,1.616802,0.100000
current,1,0.753458,0.221620,2.264159,0.100000
current,2,-0.311971,-0.093015,0.882146,0.100000
current,3,0.002998,1.110471,1.265049,0.100000
current,4,-0.872645,-0.905608,1.672617,0.100000
current,5,-0.288713,-1.559643,0.803291,0.100000
current,6,-1.747961,-1.584707,1.260508,0.100000
current,7,-0.262530,0.351001,2.273420,0.100000
current,8,0.756814,1.646934,3.104314,0.100000
current,9,0.105720,-0.859307,2.697331,0.100000
current,10,-1.674627,-1.626181,2.470315,0.100000
current,11,-1.293983,-0.669135,0.953876,0.100000
current,12,1.690285,1.627649,1.316662,0.100000
current,13,0.901985,0.219065,1.144865,0.100000
current,14,1.490267,0.055172,0.826063,0.100000
current,15,1.644729,-0.212677,2.353088,0.100000
current,16,0.981066,1.288543,2.322556,0.100000
current,17,-1.635788,-0.550720,2.152613,0.100000
current,18,-0.996714,1.136645,2.151168,0.100000
current,19,1.063343,-1.120179,1.207515,0.100000
current,0,0.155445,-0.294015,1.610099,0.100000
current,1,0.753158,0.239075,2.261470,0.100000
current,2,-0.301675,-0.094440,0.877200,0.100000
current,3,-0.004787,1.103433,1.263261,0.100000
current,4,-0.876958,-0.893297,1.682930,0.100000
current,5,-0.310957,-1.570592,0.800079,0.100000
current,6,-1.728484,-1.594717,1.255492,0.100000
current,7,-0.257474,0.344317,2.284352,0.100000
current,8,0.732841,1.652749,3.100250,0.100000
current,9,0.106097,-0.880944,2.684813,0.100000
current,10,-1.672266,-1.629310,2.470535,0.100000
current,11,-1.285591,-0.656024,0.946507,0.100000
current,12,1.690947,1.624190,1.309039,0.100000
current,13,0.904409,0.210175,1.144599,0.100000
current,14,1.494617,0.062996,0.827585,0.100000
current,15,1.637711,-0.227477,2.371975,0.100000
current,16,0.988314,1.292115,2.320109,0.100000
current,17,-1.657005,-0.546934,2.139945,0.100000
current,18,-0.996020,1.126035,2.170623,0.100000
current,19,1.048415,-1.112180,1.203116,0.100000
current,0,0.164992,-0.290914,1.603960,0.100000
current,1,0.752888,0.256314,2.258509,0.100000
current,2,-0.291319,-0.096527,0.872255,0.100000
current,3,-0.012652,1.096463,1.261740,0.100000
current,4,-0.881562,-0.880582,1.692881,0.100000
current,5,-0.333212,-1.581452,0.796651,0.100000
current,6,-1.709142,-1.604184,1.250770,0.100000
current,7,-0.252433,0.336911,2.295348,0.100000
current,8,0.708895,1.658362,3.095770,0.100000
